order_id,date_commande,pays,ville,canal_vente,segment_client,categorie_produit,produit,quantite,prix_unitaire_fcfa,remise_pourcentage,chiffre_affaires_fcfa,cout_fcfa,profit_fcfa,methode_paiement,campagne_marketing,satisfaction_client
CMD-104428,2024-01-14,Congo,Pointe-Noire,WhatsApp Business,Particulier,Informatique,Clé USB 64GB,4,10330,15,35122,24577,10545,Carte bancaire,Promo rentrée,5.0
CMD-104429,2024-09-08,RCA,Bangui,Boutique physique,PME,Informatique,Dell Latitude,5,444052,0,2220260,1719307,500953,Espèces,Fête de fin d'année,4.5
CMD-104430,2024-09-07,RDC,Matadi,Boutique physique,Particulier,Alimentation,Boisson gazeuse,3,3846,10,10385,6868,3517,Mobile Money,Aucune campagne,4.2
CMD-104431,2023-08-01,RDC,Matadi,Boutique physique,Grande entreprise,Alimentation,Huile 5L,4,9207,0,36828,20863,15965,Mobile Money,Black Friday,4.2
CMD-104432,2023-01-09,RCA,Bangui,Boutique physique,PME,Électroménager,Réfrigérateur LG,8,459486,5,3492094,1987156,1504938,Virement bancaire,Aucune campagne,3.8
CMD-104433,2023-03-05,RCA,Berbérati,Site web,PME,Mode,Chemise homme,13,19305,15,213321,169835,43486,Carte bancaire,Aucune campagne,4.9
CMD-104434,2024-04-08,Gabon,Franceville,Facebook,PME,Téléphones,Samsung Galaxy A15,9,94744,5,810062,577719,232343,Mobile Money,Fête de fin d'année,4.6
CMD-104435,2024-03-31,Gabon,Port-Gentil,Instagram,Particulier,Électroménager,Télévision Hisense 43,8,250472,0,2003776,1146949,856827,Virement bancaire,Black Friday,4.6
CMD-104436,2024-08-26,Congo,Pointe-Noire,Instagram,Grande entreprise,Mode,Chaussures Nike,11,62817,10,621889,455718,166171,Carte bancaire,Campagne Facebook Ads,4.9
CMD-104437,2025-05-17,Cameroun,Douala,Site web,PME,Alimentation,Riz 25kg,2,24233,15,41197,31577,9620,Carte bancaire,Campagne Facebook Ads,5.0
CMD-104438,2025-11-17,RDC,Lubumbashi,Revendeur,Grande entreprise,Téléphones,iPhone 13,13,540120,0,7021560,5458717,1562843,Mobile Money,Campagne Facebook Ads,4.9
CMD-104439,2023-06-30,Guinée équatoriale,Bata,WhatsApp Business,PME,Mode,Chaussures Nike,13,61385,0,798005,588397,209608,Espèces,Promo WhatsApp,4.7
CMD-104440,2025-07-26,Gabon,Port-Gentil,Instagram,Particulier,Informatique,HP EliteBook,11,382696,5,3999174,2620395,1378779,Mobile Money,Campagne Facebook Ads,3.2
CMD-104441,2024-11-22,Congo,Brazzaville,Site web,Particulier,Téléphones,Redmi Note 13,1,129659,15,110211,80170,30041,Espèces,Aucune campagne,4.3
CMD-104442,2024-11-25,RDC,Matadi,Instagram,PME,Alimentation,Huile 5L,13,10801,5,133393,79936,53457,Mobile Money,Fête de fin d'année,3.3
CMD-104443,2024-06-12,Congo,Brazzaville,Site web,PME,Électroménager,Télévision Hisense 43,14,254428,15,3027694,2084813,942881,Mobile Money,Aucune campagne,4.1
CMD-104444,2025-10-12,RDC,Lubumbashi,WhatsApp Business,Particulier,Téléphones,iPhone 13,4,504433,0,2017732,1197491,820241,Mobile Money,Soldes Ramadan,4.1
CMD-104445,2024-03-20,RCA,Bangui,Boutique physique,PME,Téléphones,Tecno Spark 20,4,95646,10,344326,241928,102398,Mobile Money,Promo rentrée,3.0
CMD-104446,2026-03-07,Cameroun,Bafoussam,Boutique physique,Particulier,Mode,Chemise homme,9,17591,15,134572,107437,27135,Espèces,Promo rentrée,4.3
CMD-104447,2023-03-18,Gabon,Port-Gentil,Site web,Particulier,Informatique,HP EliteBook,3,421238,5,1200529,838007,362522,Espèces,Aucune campagne,4.3
CMD-104448,2023-05-20,Congo,Brazzaville,Site web,Particulier,Mode,Chaussures Nike,5,54875,5,260657,185913,74744,Carte bancaire,Campagne Facebook Ads,4.6
CMD-104449,2025-04-29,Tchad,Moundou,Revendeur,Particulier,Informatique,Dell Latitude,7,391973,10,2469430,1964517,504913,Virement bancaire,Promo WhatsApp,3.2
CMD-104450,2025-04-21,RCA,Berbérati,Revendeur,Grande entreprise,Téléphones,Redmi Note 13,15,150827,0,2262405,1357461,904944,Espèces,Soldes Ramadan,4.4
CMD-104451,2025-08-04,Guinée équatoriale,Malabo,Site web,Grande entreprise,Mode,Chaussures Nike,6,61250,15,312375,217372,95003,Mobile Money,Soldes Ramadan,4.9
CMD-104452,2025-08-25,RCA,Berbérati,Boutique physique,Grande entreprise,Téléphones,Tecno Spark 20,5,83467,0,417335,319106,98229,Virement bancaire,Fête de fin d'année,3.1
CMD-104453,2026-01-04,Gabon,Libreville,Instagram,PME,Informatique,Clé USB 64GB,3,8697,10,23482,13424,10058,Espèces,Campagne Facebook Ads,4.1
CMD-104454,2025-06-16,Congo,Pointe-Noire,Revendeur,Particulier,Électroménager,Réfrigérateur LG,15,438584,10,5920884,3993939,1926945,Espèces,Black Friday,4.8
CMD-104455,2024-09-26,Congo,Pointe-Noire,Revendeur,Particulier,Électroménager,Télévision Hisense 43,14,242846,15,2889868,2205632,684236,Mobile Money,Fête de fin d'année,3.4
CMD-104456,2024-02-06,Congo,Dolisie,Instagram,Particulier,Mode,Sac à main,5,32598,5,154841,113897,40944,Carte bancaire,Promo WhatsApp,4.6
CMD-104457,2024-05-10,RCA,Bangui,Facebook,PME,Mode,Sac à main,4,29179,15,99209,69845,29364,Virement bancaire,Soldes Ramadan,3.6
CMD-104458,2023-03-28,Tchad,Moundou,Site web,PME,Électroménager,Mixeur Moulinex,14,32049,15,381384,306726,74658,Espèces,Aucune campagne,4.7
CMD-104459,2025-08-25,RDC,Matadi,Boutique physique,Grande entreprise,Téléphones,Redmi Note 13,8,154076,15,1047717,629480,418237,Mobile Money,Soldes Ramadan,4.1
CMD-104460,2025-02-01,Guinée équatoriale,Bata,Boutique physique,Particulier,Mode,Montre connectée,7,44017,0,308119,219105,89014,Espèces,Promo WhatsApp,3.2
CMD-104461,2023-03-10,RCA,Bangui,Boutique physique,PME,Informatique,Clé USB 64GB,12,8995,0,107940,61020,46920,Virement bancaire,Campagne Facebook Ads,3.3
CMD-104462,2023-05-31,Guinée équatoriale,Bata,Instagram,Grande entreprise,Informatique,HP EliteBook,1,418394,0,418394,263759,154635,Carte bancaire,Promo rentrée,3.7
CMD-104463,2024-01-19,Gabon,Franceville,Boutique physique,PME,Mode,Sac à main,8,31783,0,254264,194899,59365,Espèces,Aucune campagne,3.0
CMD-104464,2023-03-01,Tchad,N'Djamena,WhatsApp Business,Grande entreprise,Alimentation,Huile 5L,10,10213,0,102130,61517,40613,Virement bancaire,Soldes Ramadan,3.2
CMD-104465,2024-07-25,RDC,Kinshasa,Site web,Particulier,Mode,Sac à main,1,34174,0,34174,20204,13970,Carte bancaire,Black Friday,4.0
CMD-104466,2025-02-08,RCA,Berbérati,Site web,PME,Mode,Chemise homme,7,18411,10,115990,92731,23259,Carte bancaire,Campagne Facebook Ads,3.8
CMD-104467,2026-02-24,Cameroun,Garoua,Site web,Grande entreprise,Téléphones,iPhone 13,9,504779,5,4315861,3130617,1185244,Mobile Money,Promo WhatsApp,4.2
CMD-104468,2025-06-18,RDC,Goma,Instagram,PME,Mode,Chemise homme,7,19769,10,124545,79891,44654,Espèces,Promo rentrée,4.1
CMD-104469,2023-09-18,Guinée équatoriale,Malabo,Site web,Grande entreprise,Informatique,Dell Latitude,8,437621,0,3500968,2290326,1210642,Espèces,Promo rentrée,4.7
CMD-104470,2023-06-27,RDC,Goma,Instagram,Grande entreprise,Électroménager,Mixeur Moulinex,11,36062,0,396682,253116,143566,Virement bancaire,Black Friday,4.1
CMD-104471,2025-06-22,Gabon,Franceville,Instagram,Particulier,Téléphones,iPhone 13,5,540772,5,2568667,1874067,694600,Virement bancaire,Soldes Ramadan,3.6
CMD-104472,2024-01-02,RCA,Bangui,Site web,PME,Téléphones,Tecno Spark 20,2,87632,5,166501,129902,36599,Mobile Money,Campagne Facebook Ads,4.0
CMD-104473,2023-03-04,RDC,Matadi,Facebook,PME,Mode,Chemise homme,12,20337,0,244044,156002,88042,Espèces,Promo WhatsApp,4.3
CMD-104474,2025-12-24,Cameroun,Yaoundé,Facebook,Particulier,Téléphones,Redmi Note 13,4,135165,5,513627,328322,185305,Espèces,Black Friday,4.4
CMD-104475,2023-09-14,Congo,Brazzaville,Site web,Grande entreprise,Téléphones,iPhone 13,15,477326,0,7159890,5314922,1844968,Virement bancaire,Aucune campagne,4.3
CMD-104476,2025-04-19,Congo,Nkayi,Boutique physique,PME,Alimentation,Lait en poudre,6,7130,15,36363,22488,13875,Mobile Money,Campagne Facebook Ads,4.6
CMD-104477,2024-11-16,Guinée équatoriale,Bata,WhatsApp Business,Particulier,Alimentation,Huile 5L,10,9535,0,95350,55197,40153,Virement bancaire,Fête de fin d'année,3.7
CMD-104478,2025-01-09,Congo,Brazzaville,Site web,PME,Informatique,Clé USB 64GB,15,8941,0,134115,98686,35429,Carte bancaire,Fête de fin d'année,4.4
CMD-104479,2025-08-06,Congo,Nkayi,Boutique physique,Particulier,Alimentation,Huile 5L,3,8563,0,25689,15232,10457,Mobile Money,Aucune campagne,4.4
CMD-104480,2025-12-28,Congo,Pointe-Noire,Revendeur,PME,Électroménager,Réfrigérateur LG,12,407192,10,4397674,2479864,1917810,Espèces,Fête de fin d'année,3.5
CMD-104481,2024-04-13,RDC,Matadi,Boutique physique,Particulier,Électroménager,Télévision Hisense 43,11,244098,0,2685078,1883067,802011,Carte bancaire,Soldes Ramadan,4.8
CMD-104482,2025-11-25,RCA,Bangui,Site web,Grande entreprise,Alimentation,Huile 5L,7,9476,15,56383,46118,10265,Mobile Money,Aucune campagne,3.5
CMD-104483,2025-11-11,Gabon,Port-Gentil,Facebook,PME,Alimentation,Lait en poudre,4,6074,5,23082,18257,4825,Carte bancaire,Promo WhatsApp,3.5
CMD-104484,2025-12-11,Congo,Brazzaville,Site web,Grande entreprise,Mode,Chaussures Nike,11,51474,0,566214,371402,194812,Mobile Money,Aucune campagne,3.6
CMD-104485,2023-04-22,Congo,Nkayi,WhatsApp Business,PME,Mode,Chaussures Nike,10,53582,10,482238,291068,191170,Espèces,Promo WhatsApp,4.6
CMD-104486,2025-03-07,RCA,Berbérati,WhatsApp Business,Particulier,Alimentation,Lait en poudre,3,7452,0,22356,16878,5478,Carte bancaire,Soldes Ramadan,4.8
CMD-104487,2025-07-28,Tchad,Sarh,WhatsApp Business,Grande entreprise,Informatique,Dell Latitude,11,475532,10,4707767,3792807,914960,Mobile Money,Aucune campagne,3.6
CMD-104488,2023-07-17,Tchad,N'Djamena,Revendeur,Grande entreprise,Téléphones,Tecno Spark 20,3,77308,0,231924,148926,82998,Espèces,Promo rentrée,5.0
CMD-104489,2024-11-10,Cameroun,Bafoussam,WhatsApp Business,PME,Alimentation,Boisson gazeuse,1,3434,0,3434,2551,883,Mobile Money,Promo rentrée,3.3
CMD-104490,2024-02-26,Guinée équatoriale,Bata,Revendeur,PME,Mode,Montre connectée,6,44127,0,264762,199297,65465,Mobile Money,Promo WhatsApp,3.4
CMD-104491,2025-12-25,Cameroun,Garoua,Facebook,Grande entreprise,Mode,Chemise homme,4,16923,5,64308,51953,12355,Carte bancaire,Promo rentrée,3.6
CMD-104492,2024-12-25,Guinée équatoriale,Malabo,WhatsApp Business,PME,Électroménager,Mixeur Moulinex,4,40113,10,144407,115750,28657,Virement bancaire,Promo WhatsApp,4.6
CMD-104493,2024-07-22,Cameroun,Douala,Site web,Grande entreprise,Informatique,Imprimante Canon,9,113220,10,917082,609092,307990,Virement bancaire,Aucune campagne,4.5
CMD-104494,2023-06-13,Cameroun,Yaoundé,Facebook,Grande entreprise,Informatique,Dell Latitude,2,473710,15,805307,587577,217730,Carte bancaire,Soldes Ramadan,3.3
CMD-104495,2024-11-06,Tchad,N'Djamena,Revendeur,PME,Électroménager,Réfrigérateur LG,8,435062,0,3480496,2018646,1461850,Virement bancaire,Promo rentrée,3.9
CMD-104496,2024-12-04,RDC,Matadi,Instagram,PME,Alimentation,Huile 5L,14,10549,0,147686,117021,30665,Virement bancaire,Promo rentrée,3.6
CMD-104497,2025-09-23,Congo,Brazzaville,Revendeur,Particulier,Téléphones,iPhone 13,13,566115,5,6991521,5356287,1635234,Carte bancaire,Fête de fin d'année,3.4
CMD-104498,2026-03-17,Cameroun,Bafoussam,Instagram,Grande entreprise,Informatique,Imprimante Canon,10,129756,5,1232682,972869,259813,Espèces,Fête de fin d'année,4.9
CMD-104499,2026-02-10,Tchad,N'Djamena,Site web,Grande entreprise,Téléphones,Samsung Galaxy A15,13,99097,0,1288261,1006596,281665,Virement bancaire,Black Friday,4.4
CMD-104500,2023-05-26,RDC,Lubumbashi,Instagram,PME,Électroménager,Ventilateur Binatone,6,25441,0,152646,104186,48460,Carte bancaire,Promo rentrée,4.2
CMD-104501,2025-11-23,RCA,Bangui,Site web,Particulier,Électroménager,Mixeur Moulinex,9,38335,0,345015,276330,68685,Virement bancaire,Black Friday,4.9
CMD-104502,2026-03-31,RDC,Matadi,Boutique physique,Grande entreprise,Informatique,Clé USB 64GB,1,8952,10,8057,6224,1833,Mobile Money,Aucune campagne,4.4
CMD-104503,2025-04-27,Guinée équatoriale,Bata,Site web,PME,Informatique,Dell Latitude,12,447519,15,4564694,2805982,1758712,Mobile Money,Black Friday,3.3
CMD-104504,2023-10-14,Congo,Pointe-Noire,Boutique physique,PME,Téléphones,Redmi Note 13,1,150026,0,150026,84138,65888,Carte bancaire,Black Friday,3.4
CMD-104505,2023-04-11,RCA,Bangui,Site web,Particulier,Téléphones,Tecno Spark 20,10,91768,5,871796,711551,160245,Espèces,Promo WhatsApp,4.1
CMD-104506,2026-01-03,RDC,Kinshasa,Instagram,PME,Mode,Chaussures Nike,14,61176,0,856464,537193,319271,Mobile Money,Campagne Facebook Ads,3.4
CMD-104507,2025-04-05,Congo,Nkayi,Revendeur,Grande entreprise,Électroménager,Réfrigérateur LG,13,419177,0,5449301,3082875,2366426,Espèces,Promo WhatsApp,4.0
CMD-104508,2023-02-10,RCA,Berbérati,Facebook,Particulier,Téléphones,Tecno Spark 20,8,96648,0,773184,450536,322648,Carte bancaire,Soldes Ramadan,3.5
CMD-104509,2025-08-06,Gabon,Port-Gentil,Boutique physique,Grande entreprise,Téléphones,Redmi Note 13,14,159854,0,2237956,1307400,930556,Espèces,Black Friday,4.6
CMD-104510,2025-06-02,Guinée équatoriale,Bata,Instagram,Grande entreprise,Téléphones,Redmi Note 13,10,154477,15,1313055,985655,327400,Virement bancaire,Promo WhatsApp,4.8
CMD-104511,2025-10-31,RDC,Matadi,Boutique physique,Particulier,Informatique,Clé USB 64GB,10,10028,0,100280,62682,37598,Mobile Money,Campagne Facebook Ads,3.6
CMD-104512,2023-07-19,RCA,Bangui,Instagram,Particulier,Électroménager,Ventilateur Binatone,5,26539,10,119426,74429,44997,Carte bancaire,Black Friday,3.0
CMD-104513,2023-10-17,Cameroun,Yaoundé,WhatsApp Business,Grande entreprise,Informatique,Dell Latitude,4,428492,0,1713968,1239873,474095,Carte bancaire,Fête de fin d'année,4.7
CMD-104514,2025-08-03,Gabon,Libreville,Instagram,PME,Téléphones,iPhone 13,5,483419,5,2296241,1513945,782296,Mobile Money,Promo rentrée,4.1
CMD-104515,2023-09-09,RCA,Bangui,Instagram,Particulier,Téléphones,Samsung Galaxy A15,15,93848,0,1407720,1098249,309471,Espèces,Promo WhatsApp,4.1
CMD-104516,2026-03-29,Tchad,N'Djamena,Boutique physique,Particulier,Alimentation,Huile 5L,11,10817,0,118987,81769,37218,Virement bancaire,Aucune campagne,3.2
CMD-104517,2025-12-12,RCA,Berbérati,Boutique physique,Grande entreprise,Électroménager,Réfrigérateur LG,6,479864,0,2879184,2075911,803273,Virement bancaire,Fête de fin d'année,3.1
CMD-104518,2024-04-02,RDC,Goma,Site web,Particulier,Mode,Chemise homme,2,20461,0,40922,23718,17204,Carte bancaire,Promo WhatsApp,4.5
CMD-104519,2023-08-04,Congo,Dolisie,Revendeur,Grande entreprise,Informatique,Imprimante Canon,7,124079,15,738271,469772,268499,Mobile Money,Black Friday,4.3
CMD-104520,2023-11-26,Tchad,Moundou,Revendeur,PME,Informatique,HP EliteBook,9,431394,0,3882546,2781290,1101256,Espèces,Promo WhatsApp,4.9
CMD-104521,2023-05-17,Congo,Pointe-Noire,Facebook,Particulier,Mode,Montre connectée,4,45942,5,174580,127181,47399,Virement bancaire,Promo rentrée,3.1
CMD-104522,2023-03-19,Gabon,Port-Gentil,Instagram,Particulier,Alimentation,Lait en poudre,2,6148,10,11067,6782,4285,Virement bancaire,Promo WhatsApp,4.1
CMD-104523,2025-06-07,Gabon,Port-Gentil,Instagram,Particulier,Alimentation,Riz 25kg,7,25771,0,180397,104860,75537,Espèces,Promo WhatsApp,4.2
CMD-104524,2025-09-11,RDC,Kinshasa,Instagram,PME,Téléphones,Tecno Spark 20,9,88765,0,798885,591701,207184,Carte bancaire,Fête de fin d'année,3.6
CMD-104525,2024-02-10,Tchad,N'Djamena,Facebook,Grande entreprise,Téléphones,Redmi Note 13,6,133812,0,802872,591386,211486,Carte bancaire,Aucune campagne,3.2
CMD-104526,2024-10-16,RCA,Berbérati,Site web,PME,Alimentation,Riz 25kg,9,25716,0,231444,168491,62953,Carte bancaire,Fête de fin d'année,4.3
CMD-104527,2023-02-28,Gabon,Franceville,Site web,Grande entreprise,Informatique,Clé USB 64GB,15,8729,15,111295,66308,44987,Carte bancaire,Fête de fin d'année,3.8
CMD-104528,2026-02-04,Guinée équatoriale,Bata,Facebook,PME,Alimentation,Huile 5L,1,8575,0,8575,5954,2621,Carte bancaire,Fête de fin d'année,4.6
CMD-104529,2024-12-13,RCA,Berbérati,Facebook,Grande entreprise,Alimentation,Riz 25kg,12,26740,0,320880,220405,100475,Carte bancaire,Promo rentrée,4.7
CMD-104530,2024-03-05,Tchad,N'Djamena,Instagram,Grande entreprise,Mode,Sac à main,15,32422,5,462014,317237,144777,Carte bancaire,Black Friday,3.6
CMD-104531,2025-10-02,Tchad,N'Djamena,Boutique physique,Particulier,Alimentation,Riz 25kg,7,25572,0,179004,141882,37122,Mobile Money,Black Friday,3.9
CMD-104532,2025-10-17,Gabon,Libreville,Instagram,PME,Électroménager,Réfrigérateur LG,15,429601,0,6444015,4304109,2139906,Mobile Money,Promo WhatsApp,3.6
CMD-104533,2023-02-27,RCA,Bangui,Boutique physique,Particulier,Alimentation,Boisson gazeuse,11,3612,0,39732,30353,9379,Carte bancaire,Promo rentrée,4.5
CMD-104534,2023-01-17,Guinée équatoriale,Malabo,Revendeur,Particulier,Téléphones,iPhone 13,14,539182,0,7548548,4671960,2876588,Carte bancaire,Promo rentrée,3.2
CMD-104535,2024-06-29,Gabon,Franceville,Revendeur,PME,Alimentation,Riz 25kg,10,22499,5,213741,171749,41992,Virement bancaire,Fête de fin d'année,3.6
CMD-104536,2026-01-21,Gabon,Port-Gentil,WhatsApp Business,Particulier,Téléphones,iPhone 13,7,540913,0,3786391,2464153,1322238,Virement bancaire,Fête de fin d'année,4.5
CMD-104537,2023-08-02,Tchad,Moundou,Instagram,Grande entreprise,Informatique,Clé USB 64GB,15,8200,15,104550,84678,19872,Mobile Money,Aucune campagne,3.6
CMD-104538,2025-02-08,Cameroun,Douala,Boutique physique,Grande entreprise,Alimentation,Huile 5L,4,10789,0,43156,33556,9600,Virement bancaire,Aucune campagne,3.7
CMD-104539,2026-04-03,RCA,Berbérati,Revendeur,Grande entreprise,Alimentation,Riz 25kg,3,23861,5,68004,49952,18052,Carte bancaire,Soldes Ramadan,3.2
CMD-104540,2025-02-10,RCA,Berbérati,Facebook,Grande entreprise,Mode,Chaussures Nike,11,61031,15,570640,379229,191411,Virement bancaire,Fête de fin d'année,3.7
CMD-104541,2025-09-14,Guinée équatoriale,Bata,Revendeur,Grande entreprise,Mode,Chemise homme,10,20288,5,192736,131526,61210,Mobile Money,Promo rentrée,3.4
CMD-104542,2025-08-30,RDC,Goma,WhatsApp Business,Grande entreprise,Téléphones,Redmi Note 13,9,130658,15,999534,747021,252513,Carte bancaire,Fête de fin d'année,3.5
CMD-104543,2024-11-22,RDC,Goma,Instagram,Particulier,Téléphones,Tecno Spark 20,7,87098,10,548718,361699,187019,Espèces,Fête de fin d'année,3.9
CMD-104544,2024-03-06,Guinée équatoriale,Bata,WhatsApp Business,Particulier,Téléphones,iPhone 13,3,478576,5,1363942,1116587,247355,Mobile Money,Soldes Ramadan,3.3
CMD-104545,2023-12-03,Gabon,Franceville,Revendeur,Particulier,Mode,Sac à main,13,33828,10,395788,312498,83290,Espèces,Fête de fin d'année,5.0
CMD-104546,2023-03-07,Guinée équatoriale,Bata,Revendeur,Grande entreprise,Mode,Sac à main,1,32896,10,29607,18004,11603,Mobile Money,Campagne Facebook Ads,3.9
CMD-104547,2024-07-31,RCA,Bangui,Facebook,PME,Mode,Sac à main,4,34279,15,116549,66717,49832,Mobile Money,Aucune campagne,3.4
CMD-104548,2025-03-24,Guinée équatoriale,Bata,Boutique physique,Grande entreprise,Informatique,Clé USB 64GB,1,9535,0,9535,6637,2898,Virement bancaire,Campagne Facebook Ads,4.0
CMD-104549,2025-05-15,Guinée équatoriale,Malabo,Revendeur,Particulier,Informatique,Imprimante Canon,14,125572,0,1758008,1088465,669543,Espèces,Promo rentrée,3.7
CMD-104550,2023-12-02,RDC,Lubumbashi,Instagram,Particulier,Mode,Montre connectée,3,46391,10,125256,89414,35842,Mobile Money,Soldes Ramadan,4.1
CMD-104551,2023-05-10,Cameroun,Yaoundé,Site web,Particulier,Téléphones,iPhone 13,14,578895,5,7699304,5167632,2531672,Virement bancaire,Promo rentrée,4.4
CMD-104552,2023-11-22,RDC,Kinshasa,Boutique physique,PME,Téléphones,iPhone 13,13,511369,10,5983018,4215111,1767907,Mobile Money,Aucune campagne,4.4
CMD-104553,2025-03-25,Guinée équatoriale,Malabo,Boutique physique,Particulier,Électroménager,Mixeur Moulinex,2,33620,10,60516,42803,17713,Espèces,Promo WhatsApp,3.1
CMD-104554,2024-06-09,Congo,Pointe-Noire,Facebook,PME,Mode,Sac à main,5,29519,5,140216,111158,29058,Espèces,Fête de fin d'année,4.8
CMD-104555,2023-06-03,Gabon,Port-Gentil,Facebook,Grande entreprise,Téléphones,Tecno Spark 20,4,94761,0,379044,245744,133300,Mobile Money,Fête de fin d'année,3.8
CMD-104556,2025-11-15,RCA,Berbérati,Facebook,Grande entreprise,Mode,Sac à main,1,34322,5,32606,19692,12914,Virement bancaire,Fête de fin d'année,3.8
CMD-104557,2024-10-11,Congo,Pointe-Noire,Boutique physique,Particulier,Mode,Chemise homme,5,17139,0,85695,67940,17755,Mobile Money,Promo WhatsApp,4.7
CMD-104558,2025-05-24,Gabon,Libreville,Revendeur,Grande entreprise,Mode,Chemise homme,8,16288,5,123789,89851,33938,Virement bancaire,Promo WhatsApp,4.7
CMD-104559,2024-07-18,Tchad,Sarh,Instagram,PME,Téléphones,Tecno Spark 20,5,77870,0,389350,229880,159470,Mobile Money,Soldes Ramadan,4.1
CMD-104560,2024-02-07,Guinée équatoriale,Bata,Revendeur,Particulier,Électroménager,Télévision Hisense 43,15,208409,0,3126135,2283755,842380,Espèces,Promo rentrée,4.9
CMD-104561,2025-01-15,RDC,Lubumbashi,WhatsApp Business,Particulier,Alimentation,Huile 5L,10,10238,15,87023,65057,21966,Virement bancaire,Promo rentrée,3.2
CMD-104562,2024-04-27,Congo,Pointe-Noire,Facebook,PME,Informatique,HP EliteBook,14,358432,0,5018048,4086684,931364,Mobile Money,Soldes Ramadan,4.9
CMD-104563,2023-07-14,Tchad,Sarh,WhatsApp Business,Particulier,Téléphones,Tecno Spark 20,11,76865,0,845515,677300,168215,Carte bancaire,Soldes Ramadan,5.0
CMD-104564,2025-05-27,Cameroun,Bafoussam,Revendeur,Particulier,Électroménager,Télévision Hisense 43,10,264312,0,2643120,2075431,567689,Mobile Money,Soldes Ramadan,3.7
CMD-104565,2024-03-09,Guinée équatoriale,Malabo,Boutique physique,PME,Informatique,HP EliteBook,3,390531,15,995855,792432,203423,Carte bancaire,Campagne Facebook Ads,3.0
CMD-104566,2024-07-03,Cameroun,Douala,Instagram,PME,Alimentation,Huile 5L,15,10743,15,136974,98361,38613,Mobile Money,Promo WhatsApp,3.7
CMD-104567,2023-10-16,RDC,Matadi,WhatsApp Business,Particulier,Téléphones,Redmi Note 13,1,143200,0,143200,82428,60772,Carte bancaire,Soldes Ramadan,4.2
CMD-104568,2025-02-03,Gabon,Franceville,Instagram,Particulier,Téléphones,Tecno Spark 20,12,80953,0,971436,555880,415556,Virement bancaire,Soldes Ramadan,3.5
CMD-104569,2024-06-03,Cameroun,Garoua,Instagram,Grande entreprise,Informatique,HP EliteBook,13,367902,15,4065318,2266705,1798613,Virement bancaire,Promo rentrée,3.2
CMD-104570,2026-01-03,Guinée équatoriale,Bata,Facebook,PME,Alimentation,Huile 5L,9,10132,10,82070,48976,33094,Virement bancaire,Aucune campagne,4.3
CMD-104571,2025-12-07,Cameroun,Douala,Revendeur,PME,Mode,Sac à main,7,29841,5,198443,109353,89090,Virement bancaire,Black Friday,3.9
CMD-104572,2026-02-13,Cameroun,Yaoundé,Instagram,Grande entreprise,Électroménager,Mixeur Moulinex,3,33706,5,96063,58020,38043,Mobile Money,Black Friday,4.5
CMD-104573,2026-01-13,Gabon,Port-Gentil,Facebook,Grande entreprise,Téléphones,iPhone 13,6,597897,10,3228644,2453836,774808,Mobile Money,Fête de fin d'année,3.6
CMD-104574,2023-06-09,Gabon,Port-Gentil,Instagram,Grande entreprise,Informatique,HP EliteBook,8,382304,0,3058432,1907647,1150785,Espèces,Soldes Ramadan,3.0
CMD-104575,2024-05-20,RCA,Bangui,Facebook,PME,Mode,Chemise homme,3,19600,0,58800,35143,23657,Espèces,Soldes Ramadan,4.3
CMD-104576,2023-01-11,Tchad,N'Djamena,Revendeur,Grande entreprise,Informatique,Imprimante Canon,2,125302,10,225544,146522,79022,Virement bancaire,Promo WhatsApp,4.5
CMD-104577,2025-07-11,Gabon,Port-Gentil,Instagram,PME,Mode,Sac à main,12,33149,0,397788,298679,99109,Carte bancaire,Fête de fin d'année,3.1
CMD-104578,2025-07-07,Guinée équatoriale,Malabo,Boutique physique,PME,Téléphones,Redmi Note 13,3,132551,0,397653,239665,157988,Espèces,Aucune campagne,3.9
CMD-104579,2023-12-19,RDC,Lubumbashi,Revendeur,Grande entreprise,Informatique,Imprimante Canon,10,136998,5,1301481,756981,544500,Carte bancaire,Promo rentrée,4.9
CMD-104580,2025-11-07,Gabon,Port-Gentil,Revendeur,PME,Alimentation,Huile 5L,12,8671,10,93647,73132,20515,Mobile Money,Aucune campagne,3.4
CMD-104581,2023-08-24,Tchad,Sarh,Revendeur,Grande entreprise,Électroménager,Mixeur Moulinex,1,36577,0,36577,23637,12940,Espèces,Campagne Facebook Ads,3.0
CMD-104582,2023-11-18,Cameroun,Yaoundé,Site web,Particulier,Informatique,Imprimante Canon,8,124947,0,999576,563163,436413,Mobile Money,Black Friday,4.0
CMD-104583,2026-02-23,Gabon,Libreville,WhatsApp Business,PME,Téléphones,Samsung Galaxy A15,13,101473,0,1319149,785858,533291,Virement bancaire,Aucune campagne,4.8
CMD-104584,2024-04-20,Guinée équatoriale,Malabo,WhatsApp Business,PME,Informatique,Imprimante Canon,15,114350,5,1629488,1243732,385756,Mobile Money,Aucune campagne,3.4
CMD-104585,2023-08-05,Congo,Nkayi,Boutique physique,PME,Mode,Chaussures Nike,1,52703,10,47433,27421,20012,Espèces,Black Friday,4.6
CMD-104586,2024-10-30,Gabon,Port-Gentil,Facebook,Particulier,Téléphones,iPhone 13,14,542867,15,6460118,3640249,2819869,Carte bancaire,Black Friday,3.2
